"ProviderName","Address","PhoneNumber","stLevel","cityLevel","zip","country","city","state","stateAbb","county","lat","lon","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation"
"CareNow Urgent Care","7145 N George Bush Turnpike, Garland, TX 75044, United States  Garland, TX   ZIP 75044","(972) 530-1900","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-garland-texas","75044","US","Garland","Texas","TX","Dallas",32.9522,-96.6654,"Dallas County","TX",48113,"H1",TRUE
"Concentra Urgent Care - Garland","1621 South Jupiter Road #101  Garland, TX   ZIP 75042","(214) 340-7555","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-garland-texas","75042","US","Garland","Texas","TX","Dallas",32.9185,-96.6775,"Dallas County","TX",48113,"H1",FALSE
"Concentra Urgent Care","106 N 11th St  Garland, TX   ZIP 75040","(214) 227-4739","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-garland-texas","75040","US","Garland","Texas","TX","Dallas",32.9227,-96.6248,"Dallas County","TX",48113,"H1",FALSE
"Raypha Urgent Care & Clinics","3334 Broadway Boulevard  Garland, TX   ZIP 75043","(972) 271-1156","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-garland-texas","75043","US","Garland","Texas","TX","Dallas",32.8565,-96.5999,"Dallas County","TX",48113,"H1",FALSE
"Katy Urgent Care Center","21700 Kingsland Boulevard #104  Katy, TX   ZIP 77450","(281) 829-6570","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77450","US","Katy","Texas","TX","Harris",29.745,-95.7326,"Fort Bend County","TX",48157,"H1",FALSE
"Katy Urgent Care Center","21700 Kingsland Boulevard #104  Katy, TX   ZIP 77450","(281) 829-6570","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77450","US","Katy","Texas","TX","Harris",29.745,-95.7326,"Harris County","TX",48201,"H1",TRUE
"MedSpring Urgent Care - Katy, TX","6501 South Fry Road #1000  Katy, TX   ZIP 77494","(832) 260-0670","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Fort Bend County","TX",48157,"H1",FALSE
"MedSpring Urgent Care - Katy, TX","6501 South Fry Road #1000  Katy, TX   ZIP 77494","(832) 260-0670","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Harris County","TX",48201,"H1",TRUE
"MedSpring Urgent Care - Katy, TX","6501 South Fry Road #1000  Katy, TX   ZIP 77494","(832) 260-0670","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Waller County","TX",48473,"H1",TRUE
"Optum Clinic + Urgent Care","1463 South Mason Road  Katy, TX   ZIP 77450","(281) 994-6422","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77450","US","Katy","Texas","TX","Harris",29.745,-95.7326,"Fort Bend County","TX",48157,"H1",FALSE
"Optum Clinic + Urgent Care","1463 South Mason Road  Katy, TX   ZIP 77450","(281) 994-6422","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77450","US","Katy","Texas","TX","Harris",29.745,-95.7326,"Harris County","TX",48201,"H1",TRUE
"PREFERRED URGENT CARE","1450 West Grand Parkway South  Katy, TX   ZIP 77494","(281) 916-1444","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Fort Bend County","TX",48157,"H1",FALSE
"PREFERRED URGENT CARE","1450 West Grand Parkway South  Katy, TX   ZIP 77494","(281) 916-1444","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Harris County","TX",48201,"H1",TRUE
"PREFERRED URGENT CARE","1450 West Grand Parkway South  Katy, TX   ZIP 77494","(281) 916-1444","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Waller County","TX",48473,"H1",TRUE
"Urgent Care Clinics Medical Care","403 West Grand Parkway South  Katy, TX   ZIP 77494","(832) 437-9672","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Fort Bend County","TX",48157,"H1",FALSE
"Urgent Care Clinics Medical Care","403 West Grand Parkway South  Katy, TX   ZIP 77494","(832) 437-9672","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Harris County","TX",48201,"H1",TRUE
"Urgent Care Clinics Medical Care","403 West Grand Parkway South  Katy, TX   ZIP 77494","(832) 437-9672","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Waller County","TX",48473,"H1",TRUE
"Urgent Care for Kids - Katy","23730 Westheimer Parkway #N  Katy, TX   ZIP 77494","(281) 392-3033","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Fort Bend County","TX",48157,"H1",FALSE
"Urgent Care for Kids - Katy","23730 Westheimer Parkway #N  Katy, TX   ZIP 77494","(281) 392-3033","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Harris County","TX",48201,"H1",TRUE
"Urgent Care for Kids - Katy","23730 Westheimer Parkway #N  Katy, TX   ZIP 77494","(281) 392-3033","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-katy-texas","77494","US","Katy","Texas","TX","Harris",29.7404,-95.8304,"Waller County","TX",48473,"H1",TRUE
"CareNow Urgent Care","1559 West Main Street  Lewisville, TX   ZIP 75067","(972) 436-0333","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Dallas County","TX",48113,"H1",FALSE
"CareNow Urgent Care","1559 West Main Street  Lewisville, TX   ZIP 75067","(972) 436-0333","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Denton County","TX",48121,"H1",TRUE
"Concentra Urgent Care - Lewisville","2403 South Stemmons Freeway #103  Lewisville, TX   ZIP 75067","(972) 829-2999","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Dallas County","TX",48113,"H1",FALSE
"Concentra Urgent Care - Lewisville","2403 South Stemmons Freeway #103  Lewisville, TX   ZIP 75067","(972) 829-2999","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Denton County","TX",48121,"H1",TRUE
"Lake Point Urgent Care","713 Hebron Parkway  Lewisville, TX   ZIP 75057","(972) 315-8588","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75057","US","Lewisville","Texas","TX","Denton",33.0532,-96.9999,"Denton County","TX",48121,"H1",FALSE
"Lewisville Family & Urgent Care","751 Hebron Parkway #100  Lewisville, TX   ZIP 75057","(972) 459-2386","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75057","US","Lewisville","Texas","TX","Denton",33.0532,-96.9999,"Denton County","TX",48121,"H1",FALSE
"Today Clinic Urgent Care, Lewisville","1318 West Main Street  Lewisville, TX   ZIP 75067","(214) 222-0781","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Dallas County","TX",48113,"H1",FALSE
"Today Clinic Urgent Care, Lewisville","1318 West Main Street  Lewisville, TX   ZIP 75067","(214) 222-0781","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Denton County","TX",48121,"H1",TRUE
"Urgent Care Systems","1305 S State Highway 121, Lewisville, TX 75067, United States  Lewisville, TX   ZIP 75067","","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Dallas County","TX",48113,"H1",FALSE
"Urgent Care Systems","1305 S State Highway 121, Lewisville, TX 75067, United States  Lewisville, TX   ZIP 75067","","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-lewisville-texas","75067","US","Lewisville","Texas","TX","Denton",33.0198,-96.9925,"Denton County","TX",48121,"H1",TRUE
"Acute Kids Urgent Care - McKinney","8080 Texas 121 #110  McKinney, TX   ZIP 75070","(972) 727-3800","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mckinney-texas","75070","US","Mckinney","Texas","TX","Collin",33.1976,-96.6153,"Collin County","TX",48085,"H1",FALSE
"CareNow Urgent Care - McKinney","809 N Central Expy  McKinney, TX   ZIP 75070","(972) 529-4500","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mckinney-texas","75070","US","Mckinney","Texas","TX","Collin",33.1976,-96.6153,"Collin County","TX",48085,"H1",FALSE
"CareNow Urgent Care","809 North Central Expressway  McKinney, TX   ZIP 75070","(972) 529-4500","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mckinney-texas","75070","US","Mckinney","Texas","TX","Collin",33.1976,-96.6153,"Collin County","TX",48085,"H1",FALSE
"MedPost Urgent Care","6700 Virginia Parkway  McKinney, TX   ZIP 75071","(214) 592-0013","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mckinney-texas","75071","US","Mckinney","Texas","TX","Collin",33.1976,-96.6153,"Collin County","TX",48085,"H1",FALSE
"Urgent Care by Centennial Medical Center","6700 Virginia Parkway  McKinney, TX   ZIP 75071","(469) 708-3228","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mckinney-texas","75071","US","Mckinney","Texas","TX","Collin",33.1976,-96.6153,"Collin County","TX",48085,"H1",TRUE
"Urgent Care for Kids - McKinney","6171 #Suite 200  McKinney, TX   ZIP 75071","(214) 592-0701","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mckinney-texas","75071","US","Mckinney","Texas","TX","Collin",33.1976,-96.6153,"Collin County","TX",48085,"H1",FALSE
"Arlington Urgent Care !","3295 South Cooper Street ## 101  Arlington, TX   ZIP 76015","(817) 557-9616","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-arlington-texas","76015","US","Arlington","Texas","TX","Tarrant",32.6931,-97.1347,"Tarrant County","TX",48439,"H1",FALSE
"CareNow Urgent Care","5405 South Cooper Street  Arlington, TX   ZIP 76017","(817) 465-4928","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-arlington-texas","76017","US","Arlington","Texas","TX","Tarrant",32.6555,-97.1599,"Tarrant County","TX",48439,"H1",FALSE
"Concentra Urgent Care - Arlington South","511 E. I-20, Arlington, TX, United States  Arlington, TX   ZIP 76018","(817) 261-5166","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-arlington-texas","76018","US","Arlington","Texas","TX","Tarrant",32.6548,-97.092,"Tarrant County","TX",48439,"H1",FALSE
"Concentra Urgent Care","2160 East Lamar Boulevard  Arlington, TX   ZIP 76006","(972) 988-0441","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-arlington-texas","76006","US","Arlington","Texas","TX","Tarrant",32.7785,-97.0834,"Tarrant County","TX",48439,"H1",FALSE
"Texas Walk-in & Urgent Care - Arlington","6407 South Cooper Street  Arlington, TX   ZIP 76001","(817) 472-7601","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-arlington-texas","76001","US","Arlington","Texas","TX","Tarrant",32.6289,-97.1517,"Tarrant County","TX",48439,"H1",FALSE
"Boys & Girls Urgent Care","5005 I B C Circle  Brownsville, TX   ZIP 78526","(956) 350-2273","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-brownsville-texas","78526","US","Brownsville","Texas","TX","Cameron",25.9717,-97.4699,"Cameron County","TX",48061,"H1",FALSE
"Brownsville Urgent Care","2050 N Expressway  Brownsville, TX   ZIP 78521","(956) 621-2883","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-brownsville-texas","78521","US","Brownsville","Texas","TX","Cameron",25.9221,-97.4612,"Cameron County","TX",48061,"H1",FALSE
"MedPost Urgent Care","275 East Morrison Road #1  Brownsville, TX   ZIP 78526","(956) 350-8816","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-brownsville-texas","78526","US","Brownsville","Texas","TX","Cameron",25.9717,-97.4699,"Cameron County","TX",48061,"H1",FALSE
"Urgent Center LP","1100 North Expressway ## 3  Brownsville, TX   ZIP 78521","(956) 542-0300","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-brownsville-texas","78521","US","Brownsville","Texas","TX","Cameron",25.9221,-97.4612,"Cameron County","TX",48061,"H1",FALSE
"Valley Day & Night Clinic","1755 W Price Rd  Brownsville, TX   ZIP 78520","(956) 546-1000","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-brownsville-texas","78520","US","Brownsville","Texas","TX","Cameron",25.9337,-97.5174,"Cameron County","TX",48061,"H1",FALSE
"Bumps n' Bruises Pediatric Urgent Care","2251 Matlock Road  Mansfield, TX   ZIP 76063","(682) 518-2867","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Ellis County","TX",48139,"H1",FALSE
"Bumps n' Bruises Pediatric Urgent Care","2251 Matlock Road  Mansfield, TX   ZIP 76063","(682) 518-2867","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Johnson County","TX",48251,"H1",TRUE
"Bumps n' Bruises Pediatric Urgent Care","2251 Matlock Road  Mansfield, TX   ZIP 76063","(682) 518-2867","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Tarrant County","TX",48439,"H1",TRUE
"CityDoc Urgent Care","2891 Matlock Road  Mansfield, TX   ZIP 76063","(817) 225-1840","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Ellis County","TX",48139,"H1",FALSE
"CityDoc Urgent Care","2891 Matlock Road  Mansfield, TX   ZIP 76063","(817) 225-1840","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Johnson County","TX",48251,"H1",TRUE
"CityDoc Urgent Care","2891 Matlock Road  Mansfield, TX   ZIP 76063","(817) 225-1840","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Tarrant County","TX",48439,"H1",TRUE
"Cook Children's Urgent Care and Pediatric Specialties","801 Matlock Road  Mansfield, TX   ZIP 76063","(817) 347-8400","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Ellis County","TX",48139,"H1",FALSE
"Cook Children's Urgent Care and Pediatric Specialties","801 Matlock Road  Mansfield, TX   ZIP 76063","(817) 347-8400","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Johnson County","TX",48251,"H1",TRUE
"Cook Children's Urgent Care and Pediatric Specialties","801 Matlock Road  Mansfield, TX   ZIP 76063","(817) 347-8400","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Tarrant County","TX",48439,"H1",TRUE
"Expedian Care - Urgent Care Center","980 North Walnut Creek Drive #100  Mansfield, TX   ZIP 76063","(817) 473-9473","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Ellis County","TX",48139,"H1",FALSE
"Expedian Care - Urgent Care Center","980 North Walnut Creek Drive #100  Mansfield, TX   ZIP 76063","(817) 473-9473","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Johnson County","TX",48251,"H1",TRUE
"Expedian Care - Urgent Care Center","980 North Walnut Creek Drive #100  Mansfield, TX   ZIP 76063","(817) 473-9473","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Tarrant County","TX",48439,"H1",TRUE
"Mansfield Urgent Care & Family Medicine","1811 U.S. 287 Frontage Road #150  Mansfield, TX   ZIP 76063","(817) 473-3979","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Ellis County","TX",48139,"H1",FALSE
"Mansfield Urgent Care & Family Medicine","1811 U.S. 287 Frontage Road #150  Mansfield, TX   ZIP 76063","(817) 473-3979","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Johnson County","TX",48251,"H1",TRUE
"Mansfield Urgent Care & Family Medicine","1811 U.S. 287 Frontage Road #150  Mansfield, TX   ZIP 76063","(817) 473-3979","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-mansfield-texas","76063","US","Mansfield","Texas","TX","Tarrant",32.5773,-97.1416,"Tarrant County","TX",48439,"H1",TRUE
"Concentra Urgent Care - Round Rock","117 Louis Henna Boulevard #200  Round Rock, TX   ZIP 78664","(512) 255-9634","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78664","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Travis County","TX",48453,"H1",FALSE
"Concentra Urgent Care - Round Rock","117 Louis Henna Boulevard #200  Round Rock, TX   ZIP 78664","(512) 255-9634","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78664","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Williamson County","TX",48491,"H1",TRUE
"MedSpring Urgent Care - Round Rock","1820 Gattis School Road  Round Rock, TX   ZIP 78664","(512) 861-8050","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78664","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Travis County","TX",48453,"H1",FALSE
"MedSpring Urgent Care - Round Rock","1820 Gattis School Road  Round Rock, TX   ZIP 78664","(512) 861-8050","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78664","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Williamson County","TX",48491,"H1",TRUE
"NextCare Urgent Care","1240 E Palm Valley Blvd  Round Rock, TX   ZIP 78664","(512) 733-9100","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78664","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Travis County","TX",48453,"H1",FALSE
"NextCare Urgent Care","1240 E Palm Valley Blvd  Round Rock, TX   ZIP 78664","(512) 733-9100","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78664","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Williamson County","TX",48491,"H1",TRUE
"St. David's Urgent Care - Round Rock","1700 East Palm Valley Boulevard #370  Round Rock, TX   ZIP 78665","(512) 341-6000","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78665","US","Round Rock","Texas","TX","Williamson",30.5145,-97.668,"Williamson County","TX",48491,"H1",FALSE
"Urgent Care for Kids - Round Rock","16560 Ranch to Market 620  Round Rock, TX   ZIP 78681","(512) 388-1772","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-round-rock-texas","78681","US","Round Rock","Texas","TX","Williamson",30.5083,-97.6789,"Williamson County","TX",48491,"H1",FALSE
"Dr D's Urgent Care","26222 Interstate 45  Spring, TX   ZIP 77386","(281) 419-7119","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-spring-texas","77386","US","Spring","Texas","TX","Montgomery",30.1288,-95.4239,"Montgomery County","TX",48339,"H1",FALSE
"NextCare Urgent Care","1104 Rayford Road #500  Spring, TX   ZIP 77386","(281) 825-3265","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-spring-texas","77386","US","Spring","Texas","TX","Montgomery",30.1288,-95.4239,"Montgomery County","TX",48339,"H1",FALSE
"Next Level Urgent Care | Champions | Klein | Spring, TX","15882 Champion Forest Drive  Spring, TX   ZIP 77379","(281) 809-6615","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-spring-texas","77379","US","Spring","Texas","TX","Harris",30.0377,-95.5326,"Harris County","TX",48201,"H1",FALSE
"Northstar Urgent Care","2104 Farm to Market 2920  Spring, TX   ZIP 77388","(281) 882-8844","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-spring-texas","77388","US","Spring","Texas","TX","Harris",30.0505,-95.4695,"Harris County","TX",48201,"H1",FALSE
"Urgent Care for Kids","24230 Kuykendahl Road #Suite 210  Spring, TX   ZIP 77389","(281) 357-0825","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-spring-texas","77389","US","Spring","Texas","TX","Harris",30.1044,-95.5066,"Harris County","TX",48201,"H1",FALSE
"Urgent Care for Kids","24230 Kuykendahl Road #Suite 210  Spring, TX   ZIP 77389","(281) 357-0825","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-spring-texas","77389","US","Spring","Texas","TX","Harris",30.1044,-95.5066,"Montgomery County","TX",48339,"H1",TRUE
"MedSpring Urgent Care - Sugar Land","1403 Texas 6  Sugar Land, TX   ZIP 77478","(832) 260-0640","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-sugar-land-texas","77478","US","Sugar Land","Texas","TX","Fort Bend",29.6196,-95.607,"Fort Bend County","TX",48157,"H1",FALSE
"NightLight Pediatric Urgent Care","15551 Southwest Freeway  Sugar Land, TX   ZIP 77478","(281) 325-1010","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-sugar-land-texas","77478","US","Sugar Land","Texas","TX","Fort Bend",29.6196,-95.607,"Fort Bend County","TX",48157,"H1",FALSE
"Physicians Pavillion Urgent Care","16902 Southwest Freeway #108  Sugar Land, TX   ZIP 77479","(832) 342-9205","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-sugar-land-texas","77479","US","Sugar Land","Texas","TX","Fort Bend",29.5785,-95.6066,"Fort Bend County","TX",48157,"H1",FALSE
"Southwest Urgent Care","19875 Southwest Freeway #100  Sugar Land, TX   ZIP 77479","(281) 545-2323","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-sugar-land-texas","77479","US","Sugar Land","Texas","TX","Fort Bend",29.5785,-95.6066,"Fort Bend County","TX",48157,"H1",FALSE
"Xpress Urgent Care","10581 Texas 6  Sugar Land, TX   ZIP 77498","(832) 532-0162","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-sugar-land-texas","77498","US","Sugar Land","Texas","TX","Fort Bend",29.6396,-95.65,"Fort Bend County","TX",48157,"H1",FALSE
"Central Texas Urgent Care","1135 N Loop Drive  Waco, TX   ZIP 76705","(254) 867-1962","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-waco-texas","76705","US","Waco","Texas","TX","McLennan",31.6403,-97.0963,"McLennan County","TX",48309,"H1",FALSE
"Central Texas Urgent Care","1201 Hewitt Drive ##203  Waco, TX   ZIP 76712","(254) 666-3627","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-waco-texas","76712","US","Woodway","Texas","TX","McLennan",31.5051,-97.2311,"McLennan County","TX",48309,"H1",FALSE
"Central Tx Urgent Care Lacey","1135 N loop 340, Waco, TX 76705, United States  Waco, TX   ZIP 76705","(254) 867-1962","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-waco-texas","76705","US","Waco","Texas","TX","McLennan",31.6403,-97.0963,"McLennan County","TX",48309,"H1",FALSE
"Concentra Urgent Care - Waco","4205 Franklin Avenue  Waco, TX   ZIP 76710","(254) 772-2777","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-waco-texas","76710","US","Waco","Texas","TX","McLennan",31.535,-97.1899,"McLennan County","TX",48309,"H1",FALSE
"Texan Urgent Care","5400 Cross Lake Parkway #300  Waco, TX   ZIP 76712","(254) 420-2336","https://urgentcarelist.com/directory/state-tx-texas","https://urgentcarelist.com/directory/urgent-care-in-waco-texas","76712","US","Woodway","Texas","TX","McLennan",31.5051,-97.2311,"McLennan County","TX",48309,"H1",FALSE
